ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	19.40	18.40
2	0	0	0.6	0.6	1.60	0.60	19.40	18.40
3	1	0	1	0	2.60	0.60	19.40	18.40
4	0	1	0	1	2.60	1.60	19.40	18.40
5	0	0	0.6	0.6	3.20	2.20	19.40	18.40
6	0	1	0	1	3.20	3.20	19.40	18.40
7	1	0	1	0	4.20	3.20	19.40	18.40
8	0	0	0.6	0.6	4.80	3.80	19.40	18.40
9	1	1	0.2	0.2	5.00	4.00	19.40	18.40
10	1	1	0.2	0.2	5.20	4.20	19.40	18.40
11	0	0	0.6	0.6	5.80	4.80	19.40	18.40
12	1	1	0.2	0.2	6.00	5.00	19.40	18.40
13	1	1	0.2	0.2	6.20	5.20	19.40	18.40
14	0	0	0.6	0.6	6.80	5.80	19.40	18.40
15	1	1	0.2	0.2	7.00	6.00	19.40	18.40
16	1	1	0.2	0.2	7.20	6.20	19.40	18.40
17	0	0	0.6	0.6	7.80	6.80	19.40	18.40
18	0	1	0	1	7.80	7.80	19.40	18.40
19	0	0	0.6	0.6	8.40	8.40	19.40	18.40
20	1	1	0.2	0.2	8.60	8.60	19.40	18.40
21	1	1	0.2	0.2	8.80	8.80	19.40	18.40
22	1	0	1	0	9.80	8.80	19.40	18.40
23	0	0	0.6	0.6	10.40	9.40	19.40	18.40
24	1	1	0.2	0.2	10.60	9.60	19.40	18.40
25	1	1	0.2	0.2	10.80	9.80	19.40	18.40
26	0	0	0.6	0.6	11.40	10.40	19.40	18.40
27	1	1	0.2	0.2	11.60	10.60	19.40	18.40
28	1	1	0.2	0.2	11.80	10.80	19.40	18.40
29	0	0	0.6	0.6	12.40	11.40	19.40	18.40
30	1	1	0.2	0.2	12.60	11.60	19.40	18.40
31	1	1	0.2	0.2	12.80	11.80	19.40	18.40
32	0	0	0.6	0.6	13.40	12.40	19.40	18.40
33	1	1	0.2	0.2	13.60	12.60	19.40	18.40
34	1	1	0.2	0.2	13.80	12.80	19.40	18.40
35	0	0	0.6	0.6	14.40	13.40	19.40	18.40
36	1	1	0.2	0.2	14.60	13.60	19.40	18.40
37	1	1	0.2	0.2	14.80	13.80	19.40	18.40
38	0	0	0.6	0.6	15.40	14.40	19.40	18.40
39	1	1	0.2	0.2	15.60	14.60	19.40	18.40
40	1	1	0.2	0.2	15.80	14.80	19.40	18.40
41	0	0	0.6	0.6	16.40	15.40	19.40	18.40
42	1	1	0.2	0.2	16.60	15.60	19.40	18.40
43	1	1	0.2	0.2	16.80	15.80	19.40	18.40
44	0	0	0.6	0.6	17.40	16.40	19.40	18.40
45	1	1	0.2	0.2	17.60	16.60	19.40	18.40
46	1	1	0.2	0.2	17.80	16.80	19.40	18.40
47	0	0	0.6	0.6	18.40	17.40	19.40	18.40
48	1	1	0.2	0.2	18.60	17.60	19.40	18.40
49	1	1	0.2	0.2	18.80	17.80	19.40	18.40
50	0	0	0.6	0.6	19.40	18.40	19.40	18.40
