ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	27.60	24.60
2	0	0	0.6	0.6	1.60	0.60	27.60	24.60
3	0	0	0.6	0.6	2.20	1.20	27.60	24.60
4	0	0	0.6	0.6	2.80	1.80	27.60	24.60
5	0	1	0	1	2.80	2.80	27.60	24.60
6	0	0	0.6	0.6	3.40	3.40	27.60	24.60
7	0	0	0.6	0.6	4.00	4.00	27.60	24.60
8	0	0	0.6	0.6	4.60	4.60	27.60	24.60
9	0	0	0.6	0.6	5.20	5.20	27.60	24.60
10	0	0	0.6	0.6	5.80	5.80	27.60	24.60
11	0	0	0.6	0.6	6.40	6.40	27.60	24.60
12	1	0	1	0	7.40	6.40	27.60	24.60
13	0	1	0	1	7.40	7.40	27.60	24.60
14	1	0	1	0	8.40	7.40	27.60	24.60
15	0	1	0	1	8.40	8.40	27.60	24.60
16	1	0	1	0	9.40	8.40	27.60	24.60
17	0	1	0	1	9.40	9.40	27.60	24.60
18	1	0	1	0	10.40	9.40	27.60	24.60
19	0	1	0	1	10.40	10.40	27.60	24.60
20	1	0	1	0	11.40	10.40	27.60	24.60
21	0	1	0	1	11.40	11.40	27.60	24.60
22	1	0	1	0	12.40	11.40	27.60	24.60
23	0	1	0	1	12.40	12.40	27.60	24.60
24	1	0	1	0	13.40	12.40	27.60	24.60
25	0	1	0	1	13.40	13.40	27.60	24.60
26	1	0	1	0	14.40	13.40	27.60	24.60
27	0	1	0	1	14.40	14.40	27.60	24.60
28	1	0	1	0	15.40	14.40	27.60	24.60
29	0	1	0	1	15.40	15.40	27.60	24.60
30	1	0	1	0	16.40	15.40	27.60	24.60
31	0	1	0	1	16.40	16.40	27.60	24.60
32	1	0	1	0	17.40	16.40	27.60	24.60
33	0	1	0	1	17.40	17.40	27.60	24.60
34	1	0	1	0	18.40	17.40	27.60	24.60
35	0	1	0	1	18.40	18.40	27.60	24.60
36	1	0	1	0	19.40	18.40	27.60	24.60
37	0	1	0	1	19.40	19.40	27.60	24.60
38	1	0	1	0	20.40	19.40	27.60	24.60
39	0	1	0	1	20.40	20.40	27.60	24.60
40	1	0	1	0	21.40	20.40	27.60	24.60
41	0	0	0.6	0.6	22.00	21.00	27.60	24.60
42	1	0	1	0	23.00	21.00	27.60	24.60
43	0	1	0	1	23.00	22.00	27.60	24.60
44	1	0	1	0	24.00	22.00	27.60	24.60
45	0	1	0	1	24.00	23.00	27.60	24.60
46	1	0	1	0	25.00	23.00	27.60	24.60
47	0	1	0	1	25.00	24.00	27.60	24.60
48	1	0	1	0	26.00	24.00	27.60	24.60
49	0	0	0.6	0.6	26.60	24.60	27.60	24.60
50	1	0	1	0	27.60	24.60	27.60	24.60
