ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	18.40	18.40
2	0	0	0.6	0.6	0.60	1.60	18.40	18.40
3	1	0	1	0	1.60	1.60	18.40	18.40
4	0	0	0.6	0.6	2.20	2.20	18.40	18.40
5	1	1	0.2	0.2	2.40	2.40	18.40	18.40
6	1	1	0.2	0.2	2.60	2.60	18.40	18.40
7	0	1	0	1	2.60	3.60	18.40	18.40
8	0	0	0.6	0.6	3.20	4.20	18.40	18.40
9	1	1	0.2	0.2	3.40	4.40	18.40	18.40
10	1	1	0.2	0.2	3.60	4.60	18.40	18.40
11	0	0	0.6	0.6	4.20	5.20	18.40	18.40
12	1	1	0.2	0.2	4.40	5.40	18.40	18.40
13	1	1	0.2	0.2	4.60	5.60	18.40	18.40
14	0	0	0.6	0.6	5.20	6.20	18.40	18.40
15	1	1	0.2	0.2	5.40	6.40	18.40	18.40
16	1	1	0.2	0.2	5.60	6.60	18.40	18.40
17	0	0	0.6	0.6	6.20	7.20	18.40	18.40
18	1	0	1	0	7.20	7.20	18.40	18.40
19	0	0	0.6	0.6	7.80	7.80	18.40	18.40
20	1	1	0.2	0.2	8.00	8.00	18.40	18.40
21	1	1	0.2	0.2	8.20	8.20	18.40	18.40
22	0	1	0	1	8.20	9.20	18.40	18.40
23	0	0	0.6	0.6	8.80	9.80	18.40	18.40
24	1	1	0.2	0.2	9.00	10.00	18.40	18.40
25	1	1	0.2	0.2	9.20	10.20	18.40	18.40
26	0	0	0.6	0.6	9.80	10.80	18.40	18.40
27	1	1	0.2	0.2	10.00	11.00	18.40	18.40
28	1	1	0.2	0.2	10.20	11.20	18.40	18.40
29	0	0	0.6	0.6	10.80	11.80	18.40	18.40
30	0	1	0	1	10.80	12.80	18.40	18.40
31	1	0	1	0	11.80	12.80	18.40	18.40
32	1	0	1	0	12.80	12.80	18.40	18.40
33	0	0	0.6	0.6	13.40	13.40	18.40	18.40
34	1	1	0.2	0.2	13.60	13.60	18.40	18.40
35	1	1	0.2	0.2	13.80	13.80	18.40	18.40
36	0	0	0.6	0.6	14.40	14.40	18.40	18.40
37	1	1	0.2	0.2	14.60	14.60	18.40	18.40
38	1	1	0.2	0.2	14.80	14.80	18.40	18.40
39	0	0	0.6	0.6	15.40	15.40	18.40	18.40
40	1	1	0.2	0.2	15.60	15.60	18.40	18.40
41	1	1	0.2	0.2	15.80	15.80	18.40	18.40
42	0	0	0.6	0.6	16.40	16.40	18.40	18.40
43	1	1	0.2	0.2	16.60	16.60	18.40	18.40
44	1	1	0.2	0.2	16.80	16.80	18.40	18.40
45	0	0	0.6	0.6	17.40	17.40	18.40	18.40
46	1	1	0.2	0.2	17.60	17.60	18.40	18.40
47	1	1	0.2	0.2	17.80	17.80	18.40	18.40
48	1	1	0.2	0.2	18.00	18.00	18.40	18.40
49	1	1	0.2	0.2	18.20	18.20	18.40	18.40
50	1	1	0.2	0.2	18.40	18.40	18.40	18.40
