ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	16.60	17.60
2	0	0	0.6	0.6	0.60	1.60	16.60	17.60
3	0	0	0.6	0.6	1.20	2.20	16.60	17.60
4	1	1	0.2	0.2	1.40	2.40	16.60	17.60
5	1	1	0.2	0.2	1.60	2.60	16.60	17.60
6	1	1	0.2	0.2	1.80	2.80	16.60	17.60
7	0	0	0.6	0.6	2.40	3.40	16.60	17.60
8	1	1	0.2	0.2	2.60	3.60	16.60	17.60
9	1	1	0.2	0.2	2.80	3.80	16.60	17.60
10	0	0	0.6	0.6	3.40	4.40	16.60	17.60
11	1	1	0.2	0.2	3.60	4.60	16.60	17.60
12	1	1	0.2	0.2	3.80	4.80	16.60	17.60
13	0	0	0.6	0.6	4.40	5.40	16.60	17.60
14	1	1	0.2	0.2	4.60	5.60	16.60	17.60
15	1	1	0.2	0.2	4.80	5.80	16.60	17.60
16	0	0	0.6	0.6	5.40	6.40	16.60	17.60
17	1	1	0.2	0.2	5.60	6.60	16.60	17.60
18	1	1	0.2	0.2	5.80	6.80	16.60	17.60
19	0	0	0.6	0.6	6.40	7.40	16.60	17.60
20	1	1	0.2	0.2	6.60	7.60	16.60	17.60
21	1	1	0.2	0.2	6.80	7.80	16.60	17.60
22	0	0	0.6	0.6	7.40	8.40	16.60	17.60
23	1	1	0.2	0.2	7.60	8.60	16.60	17.60
24	1	1	0.2	0.2	7.80	8.80	16.60	17.60
25	0	0	0.6	0.6	8.40	9.40	16.60	17.60
26	1	1	0.2	0.2	8.60	9.60	16.60	17.60
27	1	1	0.2	0.2	8.80	9.80	16.60	17.60
28	0	0	0.6	0.6	9.40	10.40	16.60	17.60
29	1	1	0.2	0.2	9.60	10.60	16.60	17.60
30	1	1	0.2	0.2	9.80	10.80	16.60	17.60
31	0	0	0.6	0.6	10.40	11.40	16.60	17.60
32	1	1	0.2	0.2	10.60	11.60	16.60	17.60
33	1	1	0.2	0.2	10.80	11.80	16.60	17.60
34	0	0	0.6	0.6	11.40	12.40	16.60	17.60
35	1	1	0.2	0.2	11.60	12.60	16.60	17.60
36	1	1	0.2	0.2	11.80	12.80	16.60	17.60
37	0	0	0.6	0.6	12.40	13.40	16.60	17.60
38	1	1	0.2	0.2	12.60	13.60	16.60	17.60
39	1	1	0.2	0.2	12.80	13.80	16.60	17.60
40	0	0	0.6	0.6	13.40	14.40	16.60	17.60
41	1	1	0.2	0.2	13.60	14.60	16.60	17.60
42	1	1	0.2	0.2	13.80	14.80	16.60	17.60
43	0	0	0.6	0.6	14.40	15.40	16.60	17.60
44	1	1	0.2	0.2	14.60	15.60	16.60	17.60
45	1	1	0.2	0.2	14.80	15.80	16.60	17.60
46	0	0	0.6	0.6	15.40	16.40	16.60	17.60
47	1	1	0.2	0.2	15.60	16.60	16.60	17.60
48	1	1	0.2	0.2	15.80	16.80	16.60	17.60
49	0	0	0.6	0.6	16.40	17.40	16.60	17.60
50	1	1	0.2	0.2	16.60	17.60	16.60	17.60
