ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	29.80	27.80
2	0	0	0.6	0.6	1.60	0.60	29.80	27.80
3	0	1	0	1	1.60	1.60	29.80	27.80
4	1	0	1	0	2.60	1.60	29.80	27.80
5	1	0	1	0	3.60	1.60	29.80	27.80
6	1	1	0.2	0.2	3.80	1.80	29.80	27.80
7	1	1	0.2	0.2	4.00	2.00	29.80	27.80
8	0	0	0.6	0.6	4.60	2.60	29.80	27.80
9	0	0	0.6	0.6	5.20	3.20	29.80	27.80
10	0	0	0.6	0.6	5.80	3.80	29.80	27.80
11	0	0	0.6	0.6	6.40	4.40	29.80	27.80
12	0	0	0.6	0.6	7.00	5.00	29.80	27.80
13	0	0	0.6	0.6	7.60	5.60	29.80	27.80
14	0	0	0.6	0.6	8.20	6.20	29.80	27.80
15	0	0	0.6	0.6	8.80	6.80	29.80	27.80
16	0	0	0.6	0.6	9.40	7.40	29.80	27.80
17	0	0	0.6	0.6	10.00	8.00	29.80	27.80
18	0	0	0.6	0.6	10.60	8.60	29.80	27.80
19	0	0	0.6	0.6	11.20	9.20	29.80	27.80
20	0	0	0.6	0.6	11.80	9.80	29.80	27.80
21	0	0	0.6	0.6	12.40	10.40	29.80	27.80
22	0	0	0.6	0.6	13.00	11.00	29.80	27.80
23	0	0	0.6	0.6	13.60	11.60	29.80	27.80
24	0	0	0.6	0.6	14.20	12.20	29.80	27.80
25	0	0	0.6	0.6	14.80	12.80	29.80	27.80
26	0	0	0.6	0.6	15.40	13.40	29.80	27.80
27	0	0	0.6	0.6	16.00	14.00	29.80	27.80
28	0	0	0.6	0.6	16.60	14.60	29.80	27.80
29	0	0	0.6	0.6	17.20	15.20	29.80	27.80
30	0	0	0.6	0.6	17.80	15.80	29.80	27.80
31	0	0	0.6	0.6	18.40	16.40	29.80	27.80
32	0	0	0.6	0.6	19.00	17.00	29.80	27.80
33	0	0	0.6	0.6	19.60	17.60	29.80	27.80
34	0	0	0.6	0.6	20.20	18.20	29.80	27.80
35	0	0	0.6	0.6	20.80	18.80	29.80	27.80
36	0	0	0.6	0.6	21.40	19.40	29.80	27.80
37	0	0	0.6	0.6	22.00	20.00	29.80	27.80
38	0	0	0.6	0.6	22.60	20.60	29.80	27.80
39	0	0	0.6	0.6	23.20	21.20	29.80	27.80
40	0	0	0.6	0.6	23.80	21.80	29.80	27.80
41	0	0	0.6	0.6	24.40	22.40	29.80	27.80
42	0	0	0.6	0.6	25.00	23.00	29.80	27.80
43	0	0	0.6	0.6	25.60	23.60	29.80	27.80
44	0	0	0.6	0.6	26.20	24.20	29.80	27.80
45	0	0	0.6	0.6	26.80	24.80	29.80	27.80
46	0	0	0.6	0.6	27.40	25.40	29.80	27.80
47	0	0	0.6	0.6	28.00	26.00	29.80	27.80
48	0	0	0.6	0.6	28.60	26.60	29.80	27.80
49	0	0	0.6	0.6	29.20	27.20	29.80	27.80
50	0	0	0.6	0.6	29.80	27.80	29.80	27.80
