ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	25.20	27.20
2	1	0	1	0	1.00	1.00	25.20	27.20
3	1	0	1	0	2.00	1.00	25.20	27.20
4	1	1	0.2	0.2	2.20	1.20	25.20	27.20
5	0	1	0	1	2.20	2.20	25.20	27.20
6	1	1	0.2	0.2	2.40	2.40	25.20	27.20
7	0	1	0	1	2.40	3.40	25.20	27.20
8	1	1	0.2	0.2	2.60	3.60	25.20	27.20
9	0	1	0	1	2.60	4.60	25.20	27.20
10	1	1	0.2	0.2	2.80	4.80	25.20	27.20
11	1	1	0.2	0.2	3.00	5.00	25.20	27.20
12	1	1	0.2	0.2	3.20	5.20	25.20	27.20
13	1	1	0.2	0.2	3.40	5.40	25.20	27.20
14	1	1	0.2	0.2	3.60	5.60	25.20	27.20
15	0	0	0.6	0.6	4.20	6.20	25.20	27.20
16	0	0	0.6	0.6	4.80	6.80	25.20	27.20
17	0	0	0.6	0.6	5.40	7.40	25.20	27.20
18	0	0	0.6	0.6	6.00	8.00	25.20	27.20
19	0	0	0.6	0.6	6.60	8.60	25.20	27.20
20	0	0	0.6	0.6	7.20	9.20	25.20	27.20
21	0	0	0.6	0.6	7.80	9.80	25.20	27.20
22	0	0	0.6	0.6	8.40	10.40	25.20	27.20
23	0	0	0.6	0.6	9.00	11.00	25.20	27.20
24	0	0	0.6	0.6	9.60	11.60	25.20	27.20
25	0	0	0.6	0.6	10.20	12.20	25.20	27.20
26	0	0	0.6	0.6	10.80	12.80	25.20	27.20
27	0	0	0.6	0.6	11.40	13.40	25.20	27.20
28	0	0	0.6	0.6	12.00	14.00	25.20	27.20
29	0	0	0.6	0.6	12.60	14.60	25.20	27.20
30	0	0	0.6	0.6	13.20	15.20	25.20	27.20
31	0	0	0.6	0.6	13.80	15.80	25.20	27.20
32	0	0	0.6	0.6	14.40	16.40	25.20	27.20
33	0	0	0.6	0.6	15.00	17.00	25.20	27.20
34	0	0	0.6	0.6	15.60	17.60	25.20	27.20
35	0	0	0.6	0.6	16.20	18.20	25.20	27.20
36	0	0	0.6	0.6	16.80	18.80	25.20	27.20
37	0	0	0.6	0.6	17.40	19.40	25.20	27.20
38	0	0	0.6	0.6	18.00	20.00	25.20	27.20
39	0	0	0.6	0.6	18.60	20.60	25.20	27.20
40	0	0	0.6	0.6	19.20	21.20	25.20	27.20
41	0	0	0.6	0.6	19.80	21.80	25.20	27.20
42	0	0	0.6	0.6	20.40	22.40	25.20	27.20
43	0	0	0.6	0.6	21.00	23.00	25.20	27.20
44	0	0	0.6	0.6	21.60	23.60	25.20	27.20
45	0	0	0.6	0.6	22.20	24.20	25.20	27.20
46	0	0	0.6	0.6	22.80	24.80	25.20	27.20
47	0	0	0.6	0.6	23.40	25.40	25.20	27.20
48	0	0	0.6	0.6	24.00	26.00	25.20	27.20
49	0	0	0.6	0.6	24.60	26.60	25.20	27.20
50	0	0	0.6	0.6	25.20	27.20	25.20	27.20
