ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	20.80	16.80
2	0	0	0.6	0.6	1.60	0.60	20.80	16.80
3	0	1	0	1	1.60	1.60	20.80	16.80
4	0	0	0.6	0.6	2.20	2.20	20.80	16.80
5	1	1	0.2	0.2	2.40	2.40	20.80	16.80
6	1	1	0.2	0.2	2.60	2.60	20.80	16.80
7	1	0	1	0	3.60	2.60	20.80	16.80
8	0	0	0.6	0.6	4.20	3.20	20.80	16.80
9	1	1	0.2	0.2	4.40	3.40	20.80	16.80
10	1	1	0.2	0.2	4.60	3.60	20.80	16.80
11	0	0	0.6	0.6	5.20	4.20	20.80	16.80
12	1	1	0.2	0.2	5.40	4.40	20.80	16.80
13	1	1	0.2	0.2	5.60	4.60	20.80	16.80
14	0	0	0.6	0.6	6.20	5.20	20.80	16.80
15	1	1	0.2	0.2	6.40	5.40	20.80	16.80
16	1	1	0.2	0.2	6.60	5.60	20.80	16.80
17	0	0	0.6	0.6	7.20	6.20	20.80	16.80
18	1	1	0.2	0.2	7.40	6.40	20.80	16.80
19	1	1	0.2	0.2	7.60	6.60	20.80	16.80
20	0	0	0.6	0.6	8.20	7.20	20.80	16.80
21	1	1	0.2	0.2	8.40	7.40	20.80	16.80
22	1	1	0.2	0.2	8.60	7.60	20.80	16.80
23	0	0	0.6	0.6	9.20	8.20	20.80	16.80
24	1	1	0.2	0.2	9.40	8.40	20.80	16.80
25	1	1	0.2	0.2	9.60	8.60	20.80	16.80
26	0	0	0.6	0.6	10.20	9.20	20.80	16.80
27	1	1	0.2	0.2	10.40	9.40	20.80	16.80
28	1	1	0.2	0.2	10.60	9.60	20.80	16.80
29	0	0	0.6	0.6	11.20	10.20	20.80	16.80
30	1	1	0.2	0.2	11.40	10.40	20.80	16.80
31	1	1	0.2	0.2	11.60	10.60	20.80	16.80
32	0	0	0.6	0.6	12.20	11.20	20.80	16.80
33	1	1	0.2	0.2	12.40	11.40	20.80	16.80
34	1	1	0.2	0.2	12.60	11.60	20.80	16.80
35	0	0	0.6	0.6	13.20	12.20	20.80	16.80
36	1	1	0.2	0.2	13.40	12.40	20.80	16.80
37	1	1	0.2	0.2	13.60	12.60	20.80	16.80
38	0	0	0.6	0.6	14.20	13.20	20.80	16.80
39	1	1	0.2	0.2	14.40	13.40	20.80	16.80
40	1	1	0.2	0.2	14.60	13.60	20.80	16.80
41	0	0	0.6	0.6	15.20	14.20	20.80	16.80
42	1	0	1	0	16.20	14.20	20.80	16.80
43	0	1	0	1	16.20	15.20	20.80	16.80
44	0	0	0.6	0.6	16.80	15.80	20.80	16.80
45	1	0	1	0	17.80	15.80	20.80	16.80
46	0	0	0.6	0.6	18.40	16.40	20.80	16.80
47	1	1	0.2	0.2	18.60	16.60	20.80	16.80
48	1	1	0.2	0.2	18.80	16.80	20.80	16.80
49	1	0	1	0	19.80	16.80	20.80	16.80
50	1	0	1	0	20.80	16.80	20.80	16.80
