ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	18.60	19.60
2	0	0	0.6	0.6	0.60	1.60	18.60	19.60
3	0	1	0	1	0.60	2.60	18.60	19.60
4	1	0	1	0	1.60	2.60	18.60	19.60
5	0	0	0.6	0.6	2.20	3.20	18.60	19.60
6	1	1	0.2	0.2	2.40	3.40	18.60	19.60
7	1	1	0.2	0.2	2.60	3.60	18.60	19.60
8	0	0	0.6	0.6	3.20	4.20	18.60	19.60
9	1	1	0.2	0.2	3.40	4.40	18.60	19.60
10	1	1	0.2	0.2	3.60	4.60	18.60	19.60
11	0	0	0.6	0.6	4.20	5.20	18.60	19.60
12	0	1	0	1	4.20	6.20	18.60	19.60
13	0	0	0.6	0.6	4.80	6.80	18.60	19.60
14	1	1	0.2	0.2	5.00	7.00	18.60	19.60
15	1	1	0.2	0.2	5.20	7.20	18.60	19.60
16	1	0	1	0	6.20	7.20	18.60	19.60
17	0	0	0.6	0.6	6.80	7.80	18.60	19.60
18	1	1	0.2	0.2	7.00	8.00	18.60	19.60
19	1	1	0.2	0.2	7.20	8.20	18.60	19.60
20	0	0	0.6	0.6	7.80	8.80	18.60	19.60
21	1	1	0.2	0.2	8.00	9.00	18.60	19.60
22	1	1	0.2	0.2	8.20	9.20	18.60	19.60
23	0	0	0.6	0.6	8.80	9.80	18.60	19.60
24	1	1	0.2	0.2	9.00	10.00	18.60	19.60
25	1	1	0.2	0.2	9.20	10.20	18.60	19.60
26	0	0	0.6	0.6	9.80	10.80	18.60	19.60
27	1	1	0.2	0.2	10.00	11.00	18.60	19.60
28	1	1	0.2	0.2	10.20	11.20	18.60	19.60
29	0	0	0.6	0.6	10.80	11.80	18.60	19.60
30	1	1	0.2	0.2	11.00	12.00	18.60	19.60
31	1	1	0.2	0.2	11.20	12.20	18.60	19.60
32	0	0	0.6	0.6	11.80	12.80	18.60	19.60
33	1	1	0.2	0.2	12.00	13.00	18.60	19.60
34	1	1	0.2	0.2	12.20	13.20	18.60	19.60
35	0	0	0.6	0.6	12.80	13.80	18.60	19.60
36	1	0	1	0	13.80	13.80	18.60	19.60
37	0	0	0.6	0.6	14.40	14.40	18.60	19.60
38	1	1	0.2	0.2	14.60	14.60	18.60	19.60
39	1	1	0.2	0.2	14.80	14.80	18.60	19.60
40	0	1	0	1	14.80	15.80	18.60	19.60
41	0	0	0.6	0.6	15.40	16.40	18.60	19.60
42	1	1	0.2	0.2	15.60	16.60	18.60	19.60
43	1	1	0.2	0.2	15.80	16.80	18.60	19.60
44	0	0	0.6	0.6	16.40	17.40	18.60	19.60
45	1	1	0.2	0.2	16.60	17.60	18.60	19.60
46	0	1	0	1	16.60	18.60	18.60	19.60
47	1	0	1	0	17.60	18.60	18.60	19.60
48	0	0	0.6	0.6	18.20	19.20	18.60	19.60
49	1	1	0.2	0.2	18.40	19.40	18.60	19.60
50	1	1	0.2	0.2	18.60	19.60	18.60	19.60
