ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	18.00	22.00
2	0	0	0.6	0.6	1.60	0.60	18.00	22.00
3	1	1	0.2	0.2	1.80	0.80	18.00	22.00
4	1	1	0.2	0.2	2.00	1.00	18.00	22.00
5	0	0	0.6	0.6	2.60	1.60	18.00	22.00
6	1	1	0.2	0.2	2.80	1.80	18.00	22.00
7	1	1	0.2	0.2	3.00	2.00	18.00	22.00
8	0	0	0.6	0.6	3.60	2.60	18.00	22.00
9	1	1	0.2	0.2	3.80	2.80	18.00	22.00
10	1	1	0.2	0.2	4.00	3.00	18.00	22.00
11	0	0	0.6	0.6	4.60	3.60	18.00	22.00
12	1	1	0.2	0.2	4.80	3.80	18.00	22.00
13	1	1	0.2	0.2	5.00	4.00	18.00	22.00
14	0	0	0.6	0.6	5.60	4.60	18.00	22.00
15	1	1	0.2	0.2	5.80	4.80	18.00	22.00
16	1	1	0.2	0.2	6.00	5.00	18.00	22.00
17	0	0	0.6	0.6	6.60	5.60	18.00	22.00
18	1	0	1	0	7.60	5.60	18.00	22.00
19	0	1	0	1	7.60	6.60	18.00	22.00
20	0	1	0	1	7.60	7.60	18.00	22.00
21	0	0	0.6	0.6	8.20	8.20	18.00	22.00
22	0	1	0	1	8.20	9.20	18.00	22.00
23	0	0	0.6	0.6	8.80	9.80	18.00	22.00
24	1	1	0.2	0.2	9.00	10.00	18.00	22.00
25	1	1	0.2	0.2	9.20	10.20	18.00	22.00
26	0	0	0.6	0.6	9.80	10.80	18.00	22.00
27	1	1	0.2	0.2	10.00	11.00	18.00	22.00
28	1	1	0.2	0.2	10.20	11.20	18.00	22.00
29	0	0	0.6	0.6	10.80	11.80	18.00	22.00
30	1	1	0.2	0.2	11.00	12.00	18.00	22.00
31	1	1	0.2	0.2	11.20	12.20	18.00	22.00
32	0	0	0.6	0.6	11.80	12.80	18.00	22.00
33	1	1	0.2	0.2	12.00	13.00	18.00	22.00
34	1	1	0.2	0.2	12.20	13.20	18.00	22.00
35	0	0	0.6	0.6	12.80	13.80	18.00	22.00
36	0	1	0	1	12.80	14.80	18.00	22.00
37	1	0	1	0	13.80	14.80	18.00	22.00
38	0	0	0.6	0.6	14.40	15.40	18.00	22.00
39	0	1	0	1	14.40	16.40	18.00	22.00
40	0	0	0.6	0.6	15.00	17.00	18.00	22.00
41	1	1	0.2	0.2	15.20	17.20	18.00	22.00
42	1	1	0.2	0.2	15.40	17.40	18.00	22.00
43	0	1	0	1	15.40	18.40	18.00	22.00
44	0	0	0.6	0.6	16.00	19.00	18.00	22.00
45	1	1	0.2	0.2	16.20	19.20	18.00	22.00
46	0	1	0	1	16.20	20.20	18.00	22.00
47	1	0	1	0	17.20	20.20	18.00	22.00
48	0	0	0.6	0.6	17.80	20.80	18.00	22.00
49	0	1	0	1	17.80	21.80	18.00	22.00
50	1	1	0.2	0.2	18.00	22.00	18.00	22.00
