ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	25.00	27.00
2	1	0	1	0	1.00	1.00	25.00	27.00
3	0	1	0	1	1.00	2.00	25.00	27.00
4	1	0	1	0	2.00	2.00	25.00	27.00
5	0	1	0	1	2.00	3.00	25.00	27.00
6	1	0	1	0	3.00	3.00	25.00	27.00
7	0	1	0	1	3.00	4.00	25.00	27.00
8	0	0	0.6	0.6	3.60	4.60	25.00	27.00
9	1	0	1	0	4.60	4.60	25.00	27.00
10	0	1	0	1	4.60	5.60	25.00	27.00
11	0	0	0.6	0.6	5.20	6.20	25.00	27.00
12	0	0	0.6	0.6	5.80	6.80	25.00	27.00
13	0	0	0.6	0.6	6.40	7.40	25.00	27.00
14	0	0	0.6	0.6	7.00	8.00	25.00	27.00
15	0	0	0.6	0.6	7.60	8.60	25.00	27.00
16	0	1	0	1	7.60	9.60	25.00	27.00
17	0	0	0.6	0.6	8.20	10.20	25.00	27.00
18	0	1	0	1	8.20	11.20	25.00	27.00
19	1	0	1	0	9.20	11.20	25.00	27.00
20	0	1	0	1	9.20	12.20	25.00	27.00
21	1	0	1	0	10.20	12.20	25.00	27.00
22	0	1	0	1	10.20	13.20	25.00	27.00
23	1	0	1	0	11.20	13.20	25.00	27.00
24	0	1	0	1	11.20	14.20	25.00	27.00
25	1	0	1	0	12.20	14.20	25.00	27.00
26	0	0	0.6	0.6	12.80	14.80	25.00	27.00
27	0	1	0	1	12.80	15.80	25.00	27.00
28	1	0	1	0	13.80	15.80	25.00	27.00
29	0	1	0	1	13.80	16.80	25.00	27.00
30	1	0	1	0	14.80	16.80	25.00	27.00
31	0	1	0	1	14.80	17.80	25.00	27.00
32	1	0	1	0	15.80	17.80	25.00	27.00
33	0	1	0	1	15.80	18.80	25.00	27.00
34	1	0	1	0	16.80	18.80	25.00	27.00
35	0	1	0	1	16.80	19.80	25.00	27.00
36	1	0	1	0	17.80	19.80	25.00	27.00
37	0	1	0	1	17.80	20.80	25.00	27.00
38	1	0	1	0	18.80	20.80	25.00	27.00
39	0	1	0	1	18.80	21.80	25.00	27.00
40	1	0	1	0	19.80	21.80	25.00	27.00
41	0	0	0.6	0.6	20.40	22.40	25.00	27.00
42	0	1	0	1	20.40	23.40	25.00	27.00
43	1	0	1	0	21.40	23.40	25.00	27.00
44	0	1	0	1	21.40	24.40	25.00	27.00
45	1	0	1	0	22.40	24.40	25.00	27.00
46	0	0	0.6	0.6	23.00	25.00	25.00	27.00
47	0	1	0	1	23.00	26.00	25.00	27.00
48	1	0	1	0	24.00	26.00	25.00	27.00
49	0	1	0	1	24.00	27.00	25.00	27.00
50	1	0	1	0	25.00	27.00	25.00	27.00
