ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	17.40	17.40
2	0	0	0.6	0.6	0.80	0.80	17.40	17.40
3	1	0	1	0	1.80	0.80	17.40	17.40
4	0	0	0.6	0.6	2.40	1.40	17.40	17.40
5	1	1	0.2	0.2	2.60	1.60	17.40	17.40
6	1	1	0.2	0.2	2.80	1.80	17.40	17.40
7	0	1	0	1	2.80	2.80	17.40	17.40
8	0	0	0.6	0.6	3.40	3.40	17.40	17.40
9	1	1	0.2	0.2	3.60	3.60	17.40	17.40
10	1	1	0.2	0.2	3.80	3.80	17.40	17.40
11	0	0	0.6	0.6	4.40	4.40	17.40	17.40
12	1	1	0.2	0.2	4.60	4.60	17.40	17.40
13	1	1	0.2	0.2	4.80	4.80	17.40	17.40
14	0	0	0.6	0.6	5.40	5.40	17.40	17.40
15	1	1	0.2	0.2	5.60	5.60	17.40	17.40
16	1	1	0.2	0.2	5.80	5.80	17.40	17.40
17	0	0	0.6	0.6	6.40	6.40	17.40	17.40
18	1	1	0.2	0.2	6.60	6.60	17.40	17.40
19	1	1	0.2	0.2	6.80	6.80	17.40	17.40
20	0	0	0.6	0.6	7.40	7.40	17.40	17.40
21	1	1	0.2	0.2	7.60	7.60	17.40	17.40
22	1	1	0.2	0.2	7.80	7.80	17.40	17.40
23	0	0	0.6	0.6	8.40	8.40	17.40	17.40
24	1	1	0.2	0.2	8.60	8.60	17.40	17.40
25	1	1	0.2	0.2	8.80	8.80	17.40	17.40
26	0	0	0.6	0.6	9.40	9.40	17.40	17.40
27	1	1	0.2	0.2	9.60	9.60	17.40	17.40
28	1	1	0.2	0.2	9.80	9.80	17.40	17.40
29	0	0	0.6	0.6	10.40	10.40	17.40	17.40
30	1	1	0.2	0.2	10.60	10.60	17.40	17.40
31	1	1	0.2	0.2	10.80	10.80	17.40	17.40
32	0	0	0.6	0.6	11.40	11.40	17.40	17.40
33	1	1	0.2	0.2	11.60	11.60	17.40	17.40
34	1	1	0.2	0.2	11.80	11.80	17.40	17.40
35	0	0	0.6	0.6	12.40	12.40	17.40	17.40
36	1	1	0.2	0.2	12.60	12.60	17.40	17.40
37	1	1	0.2	0.2	12.80	12.80	17.40	17.40
38	0	0	0.6	0.6	13.40	13.40	17.40	17.40
39	1	1	0.2	0.2	13.60	13.60	17.40	17.40
40	1	1	0.2	0.2	13.80	13.80	17.40	17.40
41	0	0	0.6	0.6	14.40	14.40	17.40	17.40
42	1	1	0.2	0.2	14.60	14.60	17.40	17.40
43	1	1	0.2	0.2	14.80	14.80	17.40	17.40
44	0	0	0.6	0.6	15.40	15.40	17.40	17.40
45	1	1	0.2	0.2	15.60	15.60	17.40	17.40
46	1	1	0.2	0.2	15.80	15.80	17.40	17.40
47	0	0	0.6	0.6	16.40	16.40	17.40	17.40
48	1	1	0.2	0.2	16.60	16.60	17.40	17.40
49	1	1	0.2	0.2	16.80	16.80	17.40	17.40
50	0	0	0.6	0.6	17.40	17.40	17.40	17.40
