ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	29.60	26.60
2	1	0	1	0	1.60	0.60	29.60	26.60
3	1	1	0.2	0.2	1.80	0.80	29.60	26.60
4	1	0	1	0	2.80	0.80	29.60	26.60
5	1	1	0.2	0.2	3.00	1.00	29.60	26.60
6	1	0	1	0	4.00	1.00	29.60	26.60
7	1	1	0.2	0.2	4.20	1.20	29.60	26.60
8	1	1	0.2	0.2	4.40	1.40	29.60	26.60
9	0	0	0.6	0.6	5.00	2.00	29.60	26.60
10	0	0	0.6	0.6	5.60	2.60	29.60	26.60
11	0	0	0.6	0.6	6.20	3.20	29.60	26.60
12	0	0	0.6	0.6	6.80	3.80	29.60	26.60
13	0	0	0.6	0.6	7.40	4.40	29.60	26.60
14	0	0	0.6	0.6	8.00	5.00	29.60	26.60
15	0	0	0.6	0.6	8.60	5.60	29.60	26.60
16	0	0	0.6	0.6	9.20	6.20	29.60	26.60
17	0	0	0.6	0.6	9.80	6.80	29.60	26.60
18	0	0	0.6	0.6	10.40	7.40	29.60	26.60
19	0	0	0.6	0.6	11.00	8.00	29.60	26.60
20	0	0	0.6	0.6	11.60	8.60	29.60	26.60
21	0	0	0.6	0.6	12.20	9.20	29.60	26.60
22	0	0	0.6	0.6	12.80	9.80	29.60	26.60
23	0	0	0.6	0.6	13.40	10.40	29.60	26.60
24	0	0	0.6	0.6	14.00	11.00	29.60	26.60
25	0	0	0.6	0.6	14.60	11.60	29.60	26.60
26	0	0	0.6	0.6	15.20	12.20	29.60	26.60
27	0	0	0.6	0.6	15.80	12.80	29.60	26.60
28	0	0	0.6	0.6	16.40	13.40	29.60	26.60
29	0	0	0.6	0.6	17.00	14.00	29.60	26.60
30	0	0	0.6	0.6	17.60	14.60	29.60	26.60
31	0	0	0.6	0.6	18.20	15.20	29.60	26.60
32	0	0	0.6	0.6	18.80	15.80	29.60	26.60
33	0	0	0.6	0.6	19.40	16.40	29.60	26.60
34	0	0	0.6	0.6	20.00	17.00	29.60	26.60
35	0	0	0.6	0.6	20.60	17.60	29.60	26.60
36	0	0	0.6	0.6	21.20	18.20	29.60	26.60
37	0	0	0.6	0.6	21.80	18.80	29.60	26.60
38	0	0	0.6	0.6	22.40	19.40	29.60	26.60
39	0	0	0.6	0.6	23.00	20.00	29.60	26.60
40	0	0	0.6	0.6	23.60	20.60	29.60	26.60
41	0	0	0.6	0.6	24.20	21.20	29.60	26.60
42	0	0	0.6	0.6	24.80	21.80	29.60	26.60
43	0	0	0.6	0.6	25.40	22.40	29.60	26.60
44	0	0	0.6	0.6	26.00	23.00	29.60	26.60
45	0	0	0.6	0.6	26.60	23.60	29.60	26.60
46	0	0	0.6	0.6	27.20	24.20	29.60	26.60
47	0	0	0.6	0.6	27.80	24.80	29.60	26.60
48	0	0	0.6	0.6	28.40	25.40	29.60	26.60
49	0	0	0.6	0.6	29.00	26.00	29.60	26.60
50	0	0	0.6	0.6	29.60	26.60	29.60	26.60
