ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	29.00	27.00
2	0	1	0	1	1.00	1.00	29.00	27.00
3	0	0	0.6	0.6	1.60	1.60	29.00	27.00
4	0	1	0	1	1.60	2.60	29.00	27.00
5	1	1	0.2	0.2	1.80	2.80	29.00	27.00
6	1	0	1	0	2.80	2.80	29.00	27.00
7	0	1	0	1	2.80	3.80	29.00	27.00
8	1	0	1	0	3.80	3.80	29.00	27.00
9	1	0	1	0	4.80	3.80	29.00	27.00
10	1	0	1	0	5.80	3.80	29.00	27.00
11	1	1	0.2	0.2	6.00	4.00	29.00	27.00
12	1	1	0.2	0.2	6.20	4.20	29.00	27.00
13	0	0	0.6	0.6	6.80	4.80	29.00	27.00
14	0	0	0.6	0.6	7.40	5.40	29.00	27.00
15	0	0	0.6	0.6	8.00	6.00	29.00	27.00
16	0	0	0.6	0.6	8.60	6.60	29.00	27.00
17	0	0	0.6	0.6	9.20	7.20	29.00	27.00
18	0	0	0.6	0.6	9.80	7.80	29.00	27.00
19	0	0	0.6	0.6	10.40	8.40	29.00	27.00
20	0	0	0.6	0.6	11.00	9.00	29.00	27.00
21	0	0	0.6	0.6	11.60	9.60	29.00	27.00
22	0	0	0.6	0.6	12.20	10.20	29.00	27.00
23	0	0	0.6	0.6	12.80	10.80	29.00	27.00
24	0	0	0.6	0.6	13.40	11.40	29.00	27.00
25	0	0	0.6	0.6	14.00	12.00	29.00	27.00
26	0	0	0.6	0.6	14.60	12.60	29.00	27.00
27	0	0	0.6	0.6	15.20	13.20	29.00	27.00
28	0	0	0.6	0.6	15.80	13.80	29.00	27.00
29	0	0	0.6	0.6	16.40	14.40	29.00	27.00
30	0	0	0.6	0.6	17.00	15.00	29.00	27.00
31	0	0	0.6	0.6	17.60	15.60	29.00	27.00
32	0	0	0.6	0.6	18.20	16.20	29.00	27.00
33	0	0	0.6	0.6	18.80	16.80	29.00	27.00
34	0	0	0.6	0.6	19.40	17.40	29.00	27.00
35	0	0	0.6	0.6	20.00	18.00	29.00	27.00
36	0	0	0.6	0.6	20.60	18.60	29.00	27.00
37	0	0	0.6	0.6	21.20	19.20	29.00	27.00
38	0	0	0.6	0.6	21.80	19.80	29.00	27.00
39	0	0	0.6	0.6	22.40	20.40	29.00	27.00
40	0	0	0.6	0.6	23.00	21.00	29.00	27.00
41	0	0	0.6	0.6	23.60	21.60	29.00	27.00
42	0	0	0.6	0.6	24.20	22.20	29.00	27.00
43	0	0	0.6	0.6	24.80	22.80	29.00	27.00
44	0	0	0.6	0.6	25.40	23.40	29.00	27.00
45	0	0	0.6	0.6	26.00	24.00	29.00	27.00
46	0	0	0.6	0.6	26.60	24.60	29.00	27.00
47	0	0	0.6	0.6	27.20	25.20	29.00	27.00
48	0	0	0.6	0.6	27.80	25.80	29.00	27.00
49	0	0	0.6	0.6	28.40	26.40	29.00	27.00
50	0	0	0.6	0.6	29.00	27.00	29.00	27.00
