ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	27.60	19.60
2	0	0	0.6	0.6	0.80	0.80	27.60	19.60
3	0	1	0	1	0.80	1.80	27.60	19.60
4	1	0	1	0	1.80	1.80	27.60	19.60
5	0	1	0	1	1.80	2.80	27.60	19.60
6	1	0	1	0	2.80	2.80	27.60	19.60
7	1	1	0.2	0.2	3.00	3.00	27.60	19.60
8	1	0	1	0	4.00	3.00	27.60	19.60
9	1	0	1	0	5.00	3.00	27.60	19.60
10	1	1	0.2	0.2	5.20	3.20	27.60	19.60
11	1	0	1	0	6.20	3.20	27.60	19.60
12	1	0	1	0	7.20	3.20	27.60	19.60
13	1	1	0.2	0.2	7.40	3.40	27.60	19.60
14	1	1	0.2	0.2	7.60	3.60	27.60	19.60
15	1	0	1	0	8.60	3.60	27.60	19.60
16	1	0	1	0	9.60	3.60	27.60	19.60
17	1	0	1	0	10.60	3.60	27.60	19.60
18	1	1	0.2	0.2	10.80	3.80	27.60	19.60
19	1	1	0.2	0.2	11.00	4.00	27.60	19.60
20	1	0	1	0	12.00	4.00	27.60	19.60
21	1	1	0.2	0.2	12.20	4.20	27.60	19.60
22	1	1	0.2	0.2	12.40	4.40	27.60	19.60
23	1	0	1	0	13.40	4.40	27.60	19.60
24	1	1	0.2	0.2	13.60	4.60	27.60	19.60
25	0	1	0	1	13.60	5.60	27.60	19.60
26	1	0	1	0	14.60	5.60	27.60	19.60
27	0	1	0	1	14.60	6.60	27.60	19.60
28	1	0	1	0	15.60	6.60	27.60	19.60
29	0	1	0	1	15.60	7.60	27.60	19.60
30	1	0	1	0	16.60	7.60	27.60	19.60
31	0	1	0	1	16.60	8.60	27.60	19.60
32	1	0	1	0	17.60	8.60	27.60	19.60
33	0	1	0	1	17.60	9.60	27.60	19.60
34	1	0	1	0	18.60	9.60	27.60	19.60
35	0	1	0	1	18.60	10.60	27.60	19.60
36	0	0	0.6	0.6	19.20	11.20	27.60	19.60
37	0	0	0.6	0.6	19.80	11.80	27.60	19.60
38	0	0	0.6	0.6	20.40	12.40	27.60	19.60
39	0	0	0.6	0.6	21.00	13.00	27.60	19.60
40	0	0	0.6	0.6	21.60	13.60	27.60	19.60
41	0	0	0.6	0.6	22.20	14.20	27.60	19.60
42	0	0	0.6	0.6	22.80	14.80	27.60	19.60
43	0	0	0.6	0.6	23.40	15.40	27.60	19.60
44	0	0	0.6	0.6	24.00	16.00	27.60	19.60
45	0	0	0.6	0.6	24.60	16.60	27.60	19.60
46	0	0	0.6	0.6	25.20	17.20	27.60	19.60
47	0	0	0.6	0.6	25.80	17.80	27.60	19.60
48	0	0	0.6	0.6	26.40	18.40	27.60	19.60
49	0	0	0.6	0.6	27.00	19.00	27.60	19.60
50	0	0	0.6	0.6	27.60	19.60	27.60	19.60
