ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	27.40	29.40
2	1	0	1	0	1.00	1.00	27.40	29.40
3	0	1	0	1	1.00	2.00	27.40	29.40
4	0	0	0.6	0.6	1.60	2.60	27.40	29.40
5	1	1	0.2	0.2	1.80	2.80	27.40	29.40
6	0	0	0.6	0.6	2.40	3.40	27.40	29.40
7	0	1	0	1	2.40	4.40	27.40	29.40
8	1	1	0.2	0.2	2.60	4.60	27.40	29.40
9	1	1	0.2	0.2	2.80	4.80	27.40	29.40
10	0	0	0.6	0.6	3.40	5.40	27.40	29.40
11	0	0	0.6	0.6	4.00	6.00	27.40	29.40
12	0	0	0.6	0.6	4.60	6.60	27.40	29.40
13	0	0	0.6	0.6	5.20	7.20	27.40	29.40
14	0	0	0.6	0.6	5.80	7.80	27.40	29.40
15	0	0	0.6	0.6	6.40	8.40	27.40	29.40
16	0	0	0.6	0.6	7.00	9.00	27.40	29.40
17	0	0	0.6	0.6	7.60	9.60	27.40	29.40
18	0	0	0.6	0.6	8.20	10.20	27.40	29.40
19	0	0	0.6	0.6	8.80	10.80	27.40	29.40
20	0	0	0.6	0.6	9.40	11.40	27.40	29.40
21	0	0	0.6	0.6	10.00	12.00	27.40	29.40
22	0	0	0.6	0.6	10.60	12.60	27.40	29.40
23	0	0	0.6	0.6	11.20	13.20	27.40	29.40
24	0	0	0.6	0.6	11.80	13.80	27.40	29.40
25	0	0	0.6	0.6	12.40	14.40	27.40	29.40
26	0	0	0.6	0.6	13.00	15.00	27.40	29.40
27	0	0	0.6	0.6	13.60	15.60	27.40	29.40
28	0	0	0.6	0.6	14.20	16.20	27.40	29.40
29	0	0	0.6	0.6	14.80	16.80	27.40	29.40
30	0	0	0.6	0.6	15.40	17.40	27.40	29.40
31	0	0	0.6	0.6	16.00	18.00	27.40	29.40
32	0	0	0.6	0.6	16.60	18.60	27.40	29.40
33	0	0	0.6	0.6	17.20	19.20	27.40	29.40
34	0	0	0.6	0.6	17.80	19.80	27.40	29.40
35	0	0	0.6	0.6	18.40	20.40	27.40	29.40
36	0	0	0.6	0.6	19.00	21.00	27.40	29.40
37	0	0	0.6	0.6	19.60	21.60	27.40	29.40
38	0	0	0.6	0.6	20.20	22.20	27.40	29.40
39	0	0	0.6	0.6	20.80	22.80	27.40	29.40
40	0	0	0.6	0.6	21.40	23.40	27.40	29.40
41	0	0	0.6	0.6	22.00	24.00	27.40	29.40
42	0	0	0.6	0.6	22.60	24.60	27.40	29.40
43	0	0	0.6	0.6	23.20	25.20	27.40	29.40
44	0	0	0.6	0.6	23.80	25.80	27.40	29.40
45	0	0	0.6	0.6	24.40	26.40	27.40	29.40
46	0	0	0.6	0.6	25.00	27.00	27.40	29.40
47	0	0	0.6	0.6	25.60	27.60	27.40	29.40
48	0	0	0.6	0.6	26.20	28.20	27.40	29.40
49	0	0	0.6	0.6	26.80	28.80	27.40	29.40
50	0	0	0.6	0.6	27.40	29.40	27.40	29.40
