ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	17.60	22.60
2	0	0	0.6	0.6	0.80	0.80	17.60	22.60
3	0	0	0.6	0.6	1.40	1.40	17.60	22.60
4	1	1	0.2	0.2	1.60	1.60	17.60	22.60
5	1	1	0.2	0.2	1.80	1.80	17.60	22.60
6	1	1	0.2	0.2	2.00	2.00	17.60	22.60
7	0	0	0.6	0.6	2.60	2.60	17.60	22.60
8	1	1	0.2	0.2	2.80	2.80	17.60	22.60
9	1	1	0.2	0.2	3.00	3.00	17.60	22.60
10	0	0	0.6	0.6	3.60	3.60	17.60	22.60
11	1	1	0.2	0.2	3.80	3.80	17.60	22.60
12	1	1	0.2	0.2	4.00	4.00	17.60	22.60
13	0	0	0.6	0.6	4.60	4.60	17.60	22.60
14	1	1	0.2	0.2	4.80	4.80	17.60	22.60
15	1	1	0.2	0.2	5.00	5.00	17.60	22.60
16	0	0	0.6	0.6	5.60	5.60	17.60	22.60
17	1	0	1	0	6.60	5.60	17.60	22.60
18	0	1	0	1	6.60	6.60	17.60	22.60
19	0	1	0	1	6.60	7.60	17.60	22.60
20	0	0	0.6	0.6	7.20	8.20	17.60	22.60
21	0	1	0	1	7.20	9.20	17.60	22.60
22	1	0	1	0	8.20	9.20	17.60	22.60
23	0	0	0.6	0.6	8.80	9.80	17.60	22.60
24	0	0	0.6	0.6	9.40	10.40	17.60	22.60
25	0	1	0	1	9.40	11.40	17.60	22.60
26	0	1	0	1	9.40	12.40	17.60	22.60
27	0	0	0.6	0.6	10.00	13.00	17.60	22.60
28	1	1	0.2	0.2	10.20	13.20	17.60	22.60
29	1	1	0.2	0.2	10.40	13.40	17.60	22.60
30	0	0	0.6	0.6	11.00	14.00	17.60	22.60
31	1	1	0.2	0.2	11.20	14.20	17.60	22.60
32	1	1	0.2	0.2	11.40	14.40	17.60	22.60
33	0	1	0	1	11.40	15.40	17.60	22.60
34	0	1	0	1	11.40	16.40	17.60	22.60
35	0	1	0	1	11.40	17.40	17.60	22.60
36	0	0	0.6	0.6	12.00	18.00	17.60	22.60
37	1	1	0.2	0.2	12.20	18.20	17.60	22.60
38	1	1	0.2	0.2	12.40	18.40	17.60	22.60
39	0	1	0	1	12.40	19.40	17.60	22.60
40	1	1	0.2	0.2	12.60	19.60	17.60	22.60
41	0	1	0	1	12.60	20.60	17.60	22.60
42	1	0	1	0	13.60	20.60	17.60	22.60
43	1	0	1	0	14.60	20.60	17.60	22.60
44	0	0	0.6	0.6	15.20	21.20	17.60	22.60
45	1	1	0.2	0.2	15.40	21.40	17.60	22.60
46	1	1	0.2	0.2	15.60	21.60	17.60	22.60
47	0	0	0.6	0.6	16.20	22.20	17.60	22.60
48	1	1	0.2	0.2	16.40	22.40	17.60	22.60
49	1	1	0.2	0.2	16.60	22.60	17.60	22.60
50	1	0	1	0	17.60	22.60	17.60	22.60
